Entity Name,Domain,Sub-Domain,Entity Type
Bharat Dynamics Limited,Business,Indian Business,ORG
Bharat Electronics,Business,Indian Business,ORG
Bharat Gas Resources,Business,Indian Business,ORG
Bharat Heavy Electricals Limited,Business,Indian Business,ORG
Bharat Immunologicals and Biologicals Corporation,Business,Indian Business,ORG
Bharat Masrani,Business,Indian Business,PERSON
Bharat PetroResources,Business,Indian Business,ORG
Bharat Petroleum,Business,Indian Business,ORG
Bharat Pumps & Compressors,Business,Indian Business,ORG
Bharat Ram,Business,Indian Business,PERSON
Bharat Wagon and Engineering,Business,Indian Business,ORG
Bhaskar Pramanik,Business,Indian Business,PERSON
Bhavin Turakhia,Business,Indian Business,PERSON
Bhavish Aggarwal,Business,Indian Business,PERSON
"Bhawani Singh, Crown Prince of Jaipur",Business,Indian Business,PERSON
Bhimjee Parikh,Business,Indian Business,ORG
Bhushan Kumar,Business,Indian Business,ORG
Biecco Lawrie,Business,Indian Business,ORG
Bimla Bissell,Business,Indian Business,ORG
Bina Ramani,Business,Indian Business,ORG
Binny Bansal,Business,Indian Business,ORG
Birds Jute and Export,Business,Indian Business,ORG
Boby nair,Business,Indian Business,PERSON
Bolla Bulli Ramaiah,Business,Indian Business,PERSON
Braithwaite & Co.,Business,Indian Business,ORG
"Braithwaite, Burn & Jessop Construction Company",Business,Indian Business,ORG
Bridge and Roof Company,Business,Indian Business,ORG
Brij Kothari,Business,Indian Business,PERSON
Brijmohan Lal Munjal,Business,Indian Business,PERSON
Brijmohan Lall Munjal,Business,Indian Business,ORG
British India Corporation,Business,Indian Business,ORG
Buhari Syed Abdur Rahman,Business,Indian Business,PERSON
Burn Standard Company Limited,Business,Indian Business,ORG
Business identification number,Business,Indian Business,ORG
Byju Raveendran,Business,Indian Business,PERSON
Byramjee Jeejeebhoy,Business,Indian Business,PERSON
Byrraju Ramalinga Raju,Business,Indian Business,PERSON
C Vijayakumar,Business,Indian Business,PERSON
C. B. Bhave,Business,Indian Business,PERSON
C. J. Roy,Business,Indian Business,ORG
C. K. Birla,Business,Indian Business,ORG
C. K. Prahalad,Business,Indian Business,PERSON
C. Mammutty,Business,Indian Business,PERSON
C. P. Gurnani,Business,Indian Business,ORG
C. P. Krishnan Nair,Business,Indian Business,PERSON
C. T. Ahammed Ali,Business,Indian Business,PERSON
Canteen Stores Department,Business,Indian Business,ORG
Cello World,Business,Indian Business,ORG
Central Electronics Limited,Business,Indian Business,ORG
Central Registry of Securitisation Asset Reconstruction and Security Interest,Business,Indian Business,ORG
Central Warehousing Corporation,Business,Indian Business,ORG
Chahatt Khanna,Business,Indian Business,PERSON
Chanda Kochhar,Business,Indian Business,PERSON
Chandni Jafri,Business,Indian Business,PERSON
Chandrajit Banerjee,Business,Indian Business,PERSON
Chandrashekhar Agashe,Business,Indian Business,PERSON
Chandru Raheja,Business,Indian Business,ORG
Charu Modi,Business,Indian Business,PERSON
Chennai Petroleum Corporation,Business,Indian Business,ORG
Chenraj Roychand,Business,Indian Business,PERSON
Cheril Krishna Menon,Business,Indian Business,PERSON
Chetan Maini,Business,Indian Business,ORG
Chikki Panday,Business,Indian Business,PERSON
Chinna Pillai,Business,Indian Business,PERSON
Chinnakannan Sivasankaran,Business,Indian Business,PERSON
Chinnaswami Rajam,Business,Indian Business,PERSON
Chinubhai Chimanbhai,Business,Indian Business,PERSON
Chitra Ramkrishna,Business,Indian Business,ORG
Cochin Shipyard,Business,Indian Business,ORG
Companies,Business,Indian Business,ORG
Container Corporation of India,Business,Indian Business,ORG
Corporate Identification Number,Business,Indian Business,ORG
Cotton Corporation of India,Business,Indian Business,ORG
Cyrus Bagwadia,Business,Indian Business,PERSON
Cyrus Pallonji Mistry,Business,Indian Business,PERSON
Cyrus S. Poonawalla,Business,Indian Business,PERSON
D. K. Chowta,Business,Indian Business,PERSON
D. P. Dandekar,Business,Indian Business,ORG
Dalip Singh Saund,Business,Indian Business,PERSON
Damodar Mall,Business,Indian Business,PERSON
Dasari Kotiratnam,Business,Indian Business,PERSON
Debasish Roy,Business,Indian Business,PERSON
Deena Mehta,Business,Indian Business,PERSON
Deepak Ghaisas,Business,Indian Business,PERSON
Deepak Mohoni,Business,Indian Business,PERSON
Deepak Nayyar,Business,Indian Business,PERSON
Deepak Nirula,Business,Indian Business,ORG
Deepak Parekh,Business,Indian Business,PERSON
Deepak Summanwar,Business,Indian Business,PERSON
Desh Bandhu Gupta,Business,Indian Business,PERSON
Devendra Surana,Business,Indian Business,PERSON
Devita Saraf,Business,Indian Business,PERSON
Dhananjay,Business,Indian Business,PERSON
Dhananjay Datar,Business,Indian Business,ORG
Dharampal Gulati,Business,Indian Business,ORG
Dharmaveera K. Govindaswamy Naidu,Business,Indian Business,PERSON
Dhirubhai Ambani,Business,Indian Business,PERSON
Dhivya Suryadevara,Business,Indian Business,PERSON
Diipa Buller-Khosla,Business,Indian Business,ORG
Dilip Chenoy,Business,Indian Business,ORG
Dilip Shanghvi,Business,Indian Business,PERSON
Dinesh Kanabar,Business,Indian Business,ORG
Dinesh Nandwana,Business,Indian Business,ORG
Dipali Goenka,Business,Indian Business,PERSON
Dipankar Jana,Business,Indian Business,ORG
Directorate of Ordnance,Business,Indian Business,ORG
Divya Gokulnath,Business,Indian Business,ORG
Divyank Turakhia,Business,Indian Business,ORG
Dredging Corporation of India,Business,Indian Business,ORG
Duddukunta Sreedhar Reddy,Business,Indian Business,PERSON
EdCIL,Business,Indian Business,ORG
Electronics Corporation of India Limited,Business,Indian Business,ORG
Energy Efficiency Services Limited,Business,Indian Business,ORG
Engineers India,Business,Indian Business,ORG
Fakhruddin T. Khorakiwala,Business,Indian Business,PERSON
Farook Mahmood,Business,Indian Business,PERSON
Fazal Nawaz Jung,Business,Indian Business,PERSON
Fertiliser Corporation of India,Business,Indian Business,ORG
Firoz Merchant,Business,Indian Business,ORG
Food Corporation of India,Business,Indian Business,ORG
Forbes India's richest Indian by year,Business,Indian Business,ORG
Fortune India 500,Business,Indian Business,ORG
G. A. Menon,Business,Indian Business,PERSON
G. N. Chetty,Business,Indian Business,PERSON
G. V. K. Reddy,Business,Indian Business,ORG
G. V. Prasad,Business,Indian Business,PERSON
GAIL,Business,Indian Business,ORG
Galla Jayadev,Business,Indian Business,ORG
Galla Ramachandra Naidu,Business,Indian Business,ORG
Ganesh Ayyar,Business,Indian Business,ORG
Ganga Prasad Birla,Business,Indian Business,PERSON
Ganpat Patel,Business,Indian Business,ORG
Garden Reach Shipbuilders & Engineers,Business,Indian Business,ORG
Gaurav Dwivedi,Business,Indian Business,ORG
Gaurav Yadav,Business,Indian Business,PERSON
Gautam Adani,Business,Indian Business,PERSON
Gautam Raj Anand,Business,Indian Business,PERSON
Gautam Sarabhai,Business,Indian Business,PERSON
Gautam Shiknis,Business,Indian Business,PERSON
Gautam Thapar,Business,Indian Business,PERSON
Geeta Aiyer,Business,Indian Business,ORG
Geetha Poduval,Business,Indian Business,PERSON
George Alexander Muthoot,Business,Indian Business,PERSON
George Varghese,Business,Indian Business,PERSON
Gliders India,Business,Indian Business,ORG
Goa Shipyard,Business,Indian Business,ORG
Gomathy Babu Sadacharam Kulandaivelu,Business,Indian Business,ORG
Gopal Vittal,Business,Indian Business,PERSON
Gopichand Hinduja,Business,Indian Business,PERSON
Government e Marketplace,Business,Indian Business,ORG
"Government of India Press, Nilokheri",Business,Indian Business,ORG
Gracias Saldanha,Business,Indian Business,PERSON
Grandhi Mallikarjuna Rao,Business,Indian Business,PERSON
Gujarmal Modi,Business,Indian Business,PERSON
Gulab Singh Tanwar,Business,Indian Business,ORG
Gulshan Kumar,Business,Indian Business,PERSON
Gulu Lalvani,Business,Indian Business,PERSON
"Gun and Shell Factory, Cossipore",Business,Indian Business,ORG
Gunapati Venkata Krishna Reddy,Business,Indian Business,PERSON
Gunjan Sinha,Business,Indian Business,PERSON
Gurbachan Singh Dhingra,Business,Indian Business,PERSON
Gurbaksh Chahal,Business,Indian Business,PERSON
Gurcharan Das,Business,Indian Business,PERSON
H S Ranka,Business,Indian Business,PERSON
H. S. Bedi,Business,Indian Business,PERSON
H. Vasanthakumar,Business,Indian Business,PERSON
HLL Lifecare,Business,Indian Business,ORG
HMT Limited,Business,Indian Business,ORG
Habul Chakraborty,Business,Indian Business,PERSON
Hanmant Ramdas Gaikwad,Business,Indian Business,PERSON
Harakh Chand Nahata,Business,Indian Business,PERSON
Harbajan Singh Vedi,Business,Indian Business,ORG
Hareesh Tibrewala,Business,Indian Business,ORG
Hari Shankar Singhania,Business,Indian Business,PERSON
Harindarpal Banga,Business,Indian Business,PERSON
Harish Hande,Business,Indian Business,PERSON
Harish Manwani,Business,Indian Business,PERSON
Harit Nagpal,Business,Indian Business,ORG
Harjeev Kandhari,Business,Indian Business,PERSON
Harpinder Singh Narula,Business,Indian Business,ORG
Harry Sohal,Business,Indian Business,PERSON
Harsh Goenka,Business,Indian Business,PERSON
Harsh Mariwala,Business,Indian Business,ORG
Hasan Ali Khan,Business,Indian Business,PERSON
Hasmukhbhai Parekh,Business,Indian Business,PERSON
Heavy Engineering Corporation,Business,Indian Business,ORG
Hemant Sriram Patil,Business,Indian Business,PERSON
Hemendra Prasad Barooah,Business,Indian Business,PERSON
Hina Shah,Business,Indian Business,PERSON
Hindol Sengupta,Business,Indian Business,PERSON
Hindustan Antibiotics,Business,Indian Business,ORG
Hindustan Cables,Business,Indian Business,ORG
Hindustan Fertiliser Corporation,Business,Indian Business,ORG
Hindustan Insecticides,Business,Indian Business,ORG
Hindustan Organic Chemicals Limited,Business,Indian Business,ORG
Hindustan Petroleum,Business,Indian Business,ORG
Hindustan Shipyard,Business,Indian Business,ORG
Hooghly Cochin Shipyard Limited,Business,Indian Business,ORG
Housing and Urban Development Corporation,Business,Indian Business,ORG
IREL,Business,Indian Business,ORG
ITI Limited,Business,Indian Business,ORG
Idris Naikwadi,Business,Indian Business,PERSON
Indane,Business,Indian Business,ORG
Inderjit Vasudevan Moorthy,Business,Indian Business,PERSON
India Optel,Business,Indian Business,ORG
India Tourism Development Corporation,Business,Indian Business,ORG
Indian Drugs and Pharmaceuticals,Business,Indian Business,ORG
Indian Immunologicals Limited,Business,Indian Business,ORG
Indian Oil Corporation,Business,Indian Business,ORG
Indra Nooyi,Business,Indian Business,PERSON
Indrani Patnaik,Business,Indian Business,PERSON
Indu Jain,Business,Indian Business,PERSON
Ira Trivedi,Business,Indian Business,PERSON
Irfan Razack,Business,Indian Business,PERSON
Isha Ambani,Business,Indian Business,PERSON
Ishaat Hussain,Business,Indian Business,ORG
Ismail Hasham,Business,Indian Business,PERSON
Ivan Menezes,Business,Indian Business,PERSON
J A Chowdary,Business,Indian Business,PERSON
J. R. D. Tata,Business,Indian Business,PERSON
J. Ramachandran,Business,Indian Business,ORG
J.P. Rangaswami,Business,Indian Business,PERSON
JRD Tata,Business,Indian Business,ORG
Jagdish Chandra Mahindra,Business,Indian Business,PERSON
Jagdish Khattar,Business,Indian Business,ORG
Jagjit Singh,Business,Indian Business,PERSON
Jagmohan Dalmiya,Business,Indian Business,PERSON
Jaiprakash Gaur,Business,Indian Business,ORG
Jairam Valji Chauhan,Business,Indian Business,PERSON
Jamshyd Godrej,Business,Indian Business,PERSON
Javed Khatri,Business,Indian Business,PERSON
Jay Chaudhry,Business,Indian Business,ORG
Jay Mehta,Business,Indian Business,PERSON
Jay Vijayan,Business,Indian Business,ORG
Jayaprakash,Business,Indian Business,PERSON
Jayen Mehta,Business,Indian Business,ORG
Jayesh Saini,Business,Indian Business,ORG
Jayprakash Gaur,Business,Indian Business,PERSON
Jeet Singh,Business,Indian Business,PERSON
Jehangir Hormusjee Ruttonjee,Business,Indian Business,PERSON
Jehangir Wadia,Business,Indian Business,PERSON
Jeroo Billimoria,Business,Indian Business,PERSON
Jethalal Champaklal Gada,Business,Indian Business,PERSON
Joe Madiath,Business,Indian Business,PERSON
Joginder Gahunia,Business,Indian Business,ORG
John Brittas,Business,Indian Business,PERSON
Joint Plant Committee,Business,Indian Business,ORG
Jose Charles Martin,Business,Indian Business,ORG
Jugal Kishore Birla,Business,Indian Business,PERSON
Jupally Rameswar Rao,Business,Indian Business,ORG
Jute Corporation of India,Business,Indian Business,ORG
Jyoti Gogte,Business,Indian Business,ORG
Jyoti Naik,Business,Indian Business,PERSON
K. Anvar Sadath,Business,Indian Business,PERSON
K. C. Das,Business,Indian Business,ORG
K. Guru Gowrappan,Business,Indian Business,PERSON
K. I. Varaprasad Reddy,Business,Indian Business,PERSON
"K. M. George, Kayalakakam",Business,Indian Business,ORG
K. M. Mammen Mappillai,Business,Indian Business,PERSON
K. M. Shaji,Business,Indian Business,PERSON
K. M. Vasudevan Pillai,Business,Indian Business,PERSON
K. P. Shankar,Business,Indian Business,ORG
K. Pandiarajan,Business,Indian Business,ORG
K. V. K. Raju,Business,Indian Business,PERSON
K. V. Kamath,Business,Indian Business,PERSON
K. V. L. Narayan Rao,Business,Indian Business,PERSON
K.C. Mahindra,Business,Indian Business,PERSON
K.C. Malick,Business,Indian Business,PERSON
Kabir Mulchandani,Business,Indian Business,PERSON
Kailasam Raghavendra Rao,Business,Indian Business,PERSON
Kailash Chandra Mahindra,Business,Indian Business,ORG
Kalanithi Maran,Business,Indian Business,PERSON
Kalki Bhagawan,Business,Indian Business,ORG
Kallam Anji Reddy,Business,Indian Business,ORG
Kalpana Shah,Business,Indian Business,PERSON
Kalyanji Ramji Rathod,Business,Indian Business,PERSON
Kamal Kumbhar,Business,Indian Business,PERSON
Kamal Meattle,Business,Indian Business,PERSON
Kandathil Mammen Philip,Business,Indian Business,ORG
Kanika Tekriwal,Business,Indian Business,ORG
Kapil Mohan,Business,Indian Business,PERSON
Karan A. Chanana,Business,Indian Business,PERSON
Karan Paul,Business,Indian Business,PERSON
Karan Singh Thakral,Business,Indian Business,PERSON
Karsanbhai Patel,Business,Indian Business,ORG
Kartar Lalvani,Business,Indian Business,PERSON
Karthik Chidambaram,Business,Indian Business,PERSON
Karthik Naralasetty,Business,Indian Business,PERSON
Karthik Sarma,Business,Indian Business,ORG
Kasturbhai Lalbhai,Business,Indian Business,PERSON
Kaushalendra Singh,Business,Indian Business,PERSON
Kavin Bharti Mittal,Business,Indian Business,ORG
Kazi Zulkader Siddiqui,Business,Indian Business,PERSON
Keita Muramatsu,Business,Indian Business,ORG
Keka HR,Business,Indian Business,ORG
Keki Mistry,Business,Indian Business,PERSON
Keshub Mahindra,Business,Indian Business,PERSON
Ketan Parekh,Business,Indian Business,PERSON
Ketan Patel,Business,Indian Business,ORG
Khalid A. H. Ansari,Business,Indian Business,ORG
Khiladi Lal Bairwa,Business,Indian Business,PERSON
Khwaja Abdul Hamied,Business,Indian Business,PERSON
Kira Banasińska,Business,Indian Business,PERSON
Kiran Bir Sethi,Business,Indian Business,PERSON
Kiran Gems,Business,Indian Business,ORG
Kiran Mazumdar-Shaw,Business,Indian Business,PERSON
Kirthiga Reddy,Business,Indian Business,PERSON
Kirtilal Manilal Mehta,Business,Indian Business,ORG
Kishinchand Chellaram,Business,Indian Business,ORG
Kishore Biyani,Business,Indian Business,PERSON
Kitty,Business,Indian Business,PERSON
Kochouseph Chittilappilly,Business,Indian Business,PERSON
Kris Gopalakrishnan,Business,Indian Business,ORG
Krish Iyer,Business,Indian Business,ORG
Krishan Kumar Modi,Business,Indian Business,PERSON
Krishna Kumar Birla,Business,Indian Business,PERSON
Krishna reddy,Business,Indian Business,PERSON
Krishnakumar Natarajan,Business,Indian Business,ORG
Kuldip Singh Dhingra,Business,Indian Business,ORG
Kumar Mangalam Birla,Business,Indian Business,PERSON
Kunal Bahl,Business,Indian Business,PERSON
Kunwer Sachdev,Business,Indian Business,PERSON
Kushagra Bajaj,Business,Indian Business,PERSON
Kushal Pal Singh,Business,Indian Business,PERSON
L. M. Thapar,Business,Indian Business,ORG
Lachmandas Raheja,Business,Indian Business,PERSON
Lakireddy Bali Reddy,Business,Indian Business,PERSON
Lakshman Das Mittal,Business,Indian Business,ORG
Lakshmi Mittal,Business,Indian Business,PERSON
Lakshmi Pratury,Business,Indian Business,PERSON
Lakshmi Venu,Business,Indian Business,PERSON
Lala Shri Ram,Business,Indian Business,PERSON
Lalit Mohan Thapar,Business,Indian Business,PERSON
Lalit Surajmal Kanodia,Business,Indian Business,PERSON
Lalit Suri,Business,Indian Business,PERSON
Lalita D. Gupte,Business,Indian Business,PERSON
Lallubhai Samaldas,Business,Indian Business,ORG
Lavanya Nalli,Business,Indian Business,PERSON
Laveesh Bhandari,Business,Indian Business,PERSON
Laxmanrao Kirloskar,Business,Indian Business,PERSON
Leena Nair,Business,Indian Business,ORG
Leena Tewari,Business,Indian Business,PERSON
Legend Saravanan,Business,Indian Business,ORG
Lila Poonawalla,Business,Indian Business,ORG
Lingam Venkata Prabhakar,Business,Indian Business,ORG
List of Indians by net worth,Business,Indian Business,ORG
List of agencies of the government of Gujarat,Business,Indian Business,ORG
List of agencies of the government of Uttarakhand,Business,Indian Business,ORG
List of largest companies in India,Business,Indian Business,ORG
List of public sector undertakings in India,Business,Indian Business,ORG
Luke Coutinho,Business,Indian Business,ORG
M G George Muthoot,Business,Indian Business,PERSON
M George Muthoot,Business,Indian Business,PERSON
M P Ahammed,Business,Indian Business,PERSON
M. A. Chidambaram,Business,Indian Business,PERSON
M. A. M. Ramaswamy,Business,Indian Business,PERSON
M. A. Pathan,Business,Indian Business,ORG
M. A. Yusuff Ali,Business,Indian Business,PERSON
M. Arunachalam,Business,Indian Business,PERSON
M. M. Murugappan,Business,Indian Business,ORG
M. P. Ahammed,Business,Indian Business,ORG
M. R. Madhavan,Business,Indian Business,ORG
M. S. Ramaiah,Business,Indian Business,PERSON
MECON Limited,Business,Indian Business,ORG
MMTC Ltd,Business,Indian Business,ORG
MOIL,Business,Indian Business,ORG
MSTC Limited,Business,Indian Business,ORG
Madan Mohan Sabharwal,Business,Indian Business,PERSON
Madan Padaki,Business,Indian Business,ORG
Madapati Ramachandra Rao,Business,Indian Business,PERSON
Madhabi Puri Buch,Business,Indian Business,ORG
Madhav Prasad Birla,Business,Indian Business,PERSON
Madhav Sheth,Business,Indian Business,ORG
Madhavi Vuppalapati,Business,Indian Business,PERSON
Madhukar Parekh,Business,Indian Business,ORG
Madhusudhan Rao Lagadapati,Business,Indian Business,PERSON
Madras Fertilizers,Business,Indian Business,ORG
Mahanagar Telephone Nigam Limited,Business,Indian Business,ORG
Mahashay Dharam Pal Gulati,Business,Indian Business,PERSON
Mahesh Madhavan,Business,Indian Business,ORG
Mahesh Murthy,Business,Indian Business,ORG
Mahesh Shahdadpuri,Business,Indian Business,ORG
Mahimananda Mishra,Business,Indian Business,PERSON
Malaika Vaz,Business,Indian Business,PERSON
Malavika Harita,Business,Indian Business,PERSON
Malini N. Menon,Business,Indian Business,PERSON
Mallika Srinivasan,Business,Indian Business,PERSON
Mandar Agashe,Business,Indian Business,ORG
Mangalore Refinery and Petrochemicals Limited,Business,Indian Business,ORG
Manish Malhotra,Business,Indian Business,PERSON
Manisha Girotra,Business,Indian Business,ORG
Manjalamkuzhi Ali,Business,Indian Business,PERSON
Manoj Badale,Business,Indian Business,PERSON
Manoj Bhargava,Business,Indian Business,ORG
Manoj G. Tirodkar,Business,Indian Business,PERSON
Manu Chhabria,Business,Indian Business,ORG
Maria Emilia Menezes,Business,Indian Business,PERSON
Mathunny Mathews,Business,Indian Business,PERSON
Mathur Savani,Business,Indian Business,PERSON
Mathuradas Vissanji,Business,Indian Business,ORG
Maureen Wadia,Business,Indian Business,PERSON
Mavila Vishwanathan Nair,Business,Indian Business,PERSON
Mazagon Dock Shipbuilders,Business,Indian Business,ORG
Mecca Rafeeque Ahmed,Business,Indian Business,PERSON
Meena Gayen,Business,Indian Business,PERSON
Meenakshi Gopinath,Business,Indian Business,PERSON
Meenakshi Sargogi,Business,Indian Business,PERSON
Meera Sanyal,Business,Indian Business,ORG
Megha Mittal,Business,Indian Business,PERSON
Mekapati Goutham Reddy,Business,Indian Business,PERSON
